Pregunta,Consulta,Tabla,Valores,Categoría
Enseña los expedientes Resuelto de Suministros en Presidencia del Consorcio para el Servicio de Prevención y Extinción de Incendios y de Salvamento de la Provincia de Valencia por debajo de 922000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia del Consorcio para el Servicio de Prevención y Extinción de Incendios y de Salvamento de la Provincia de Valencia' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 922000;,expedientes,"{'estado': 'Resuelto', 'tipo': 'Suministros', 'entidad': 'Presidencia del Consorcio para el Servicio de Prevención y Extinción de Incendios y de Salvamento de la Provincia de Valencia', 'cuantia': 922000}",entidad_tipo_estado_cuantia_inferior
"¿Cuántas licitaciones de Suministros, Anuncio Previo, hay en Alcaldia del Ayuntamiento de Lopera con cuantía inferior a 558000€?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Lopera' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 558000;,expedientes,"{'tipo': 'Suministros', 'estado': 'Anuncio Previo', 'entidad': 'Alcaldia del Ayuntamiento de Lopera', 'cuantia': 558000}",entidad_tipo_estado_cuantia_inferior
"En Junta de Gobierno del Ayuntamiento de Elche, ¿qué expedientes de Servicios se encuentran En evaluación y tienen cuantías inferiores a 206000€?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Elche' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 206000;,expedientes,"{'entidad': 'Junta de Gobierno del Ayuntamiento de Elche', 'tipo': 'Servicios', 'estado': 'En evaluación', 'cuantia': 206000}",entidad_tipo_estado_cuantia_inferior
"Licitaciones de Gestión de Servicios Públicos, Adjudicado, en Junta de Gobierno del Ayuntamiento de Santa Pola, por debajo de 566000€, ¿puedes listarlas?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Santa Pola' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 566000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Adjudicado', 'entidad': 'Junta de Gobierno del Ayuntamiento de Santa Pola', 'cuantia': 566000}",entidad_tipo_estado_cuantia_inferior
"Listado de expedientes de Servicios, Adjudicado, en Alcaldia del Ayuntamiento de Marchamalo, con presupuestos menores a 708000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Marchamalo' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 708000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Adjudicado', 'entidad': 'Alcaldia del Ayuntamiento de Marchamalo', 'cuantia': 708000}",entidad_tipo_estado_cuantia_inferior
"¿Podrías indicarme todos los contratos de Obras, En evaluación, en Consejo de Administración de la Entidad Pública Empresarial Local Balsas de Tenerife, BALTEN del Cabildo Insular de Tenerife, que no superen 353000€?","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Consejo de Administración de la Entidad Pública Empresarial Local Balsas de Tenerife, BALTEN del Cabildo Insular de Tenerife' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 353000;",expedientes,"{'tipo': 'Obras', 'estado': 'En evaluación', 'entidad': 'Consejo de Administración de la Entidad Pública Empresarial Local Balsas de Tenerife, BALTEN del Cabildo Insular de Tenerife', 'cuantia': 353000}",entidad_tipo_estado_cuantia_inferior
"¿Cuántas licitaciones de Concesión de Servicios, Publicado, hay en Alcaldía del Ayuntamiento de Badajoz con cuantía inferior a 274000€?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Badajoz' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount < 274000;,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'Publicado', 'entidad': 'Alcaldía del Ayuntamiento de Badajoz', 'cuantia': 274000}",entidad_tipo_estado_cuantia_inferior
"Lista todos los expedientes de Obras, Adjudicado, en Gerencia de Asistencia Sanitaria del Bierzo, por debajo de 347000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Gerencia de Asistencia Sanitaria del Bierzo' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 347000;,expedientes,"{'tipo': 'Obras', 'estado': 'Adjudicado', 'entidad': 'Gerencia de Asistencia Sanitaria del Bierzo', 'cuantia': 347000}",entidad_tipo_estado_cuantia_inferior
"Quiero ver los expedientes de Suministros, Publicado, más recientes en Dirección General de Medio Natural y Biodiversidad de la Junta de Comunidades de Castilla-La Mancha, si están por debajo de 652000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección General de Medio Natural y Biodiversidad de la Junta de Comunidades de Castilla-La Mancha' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount < 652000;,expedientes,"{'tipo': 'Suministros', 'estado': 'Publicado', 'entidad': 'Dirección General de Medio Natural y Biodiversidad de la Junta de Comunidades de Castilla-La Mancha', 'cuantia': 652000}",entidad_tipo_estado_cuantia_inferior
Filtra los contratos de Gestión de Servicios Públicos en Alcaldia del Ayuntamiento de Alcuéscar que estén Anuncio Previo y tengan un presupuesto menor a 619000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Alcuéscar' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 619000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'entidad': 'Alcaldia del Ayuntamiento de Alcuéscar', 'estado': 'Anuncio Previo', 'cuantia': 619000}",entidad_tipo_estado_cuantia_inferior
"¿Cuántos expedientes de Obras, Publicado, hay en Alcaldía del Ayuntamiento de Almonacid de Zorita con cuantía inferior a 632000€?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Almonacid de Zorita' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount < 632000;,expedientes,"{'tipo': 'Obras', 'estado': 'Publicado', 'entidad': 'Alcaldía del Ayuntamiento de Almonacid de Zorita', 'cuantia': 632000}",entidad_tipo_estado_cuantia_inferior
Muéstrame todos los contratos de Servicios en Gerencia de Servicios Sociales de la Junta de Castilla y León que estén Resuelto y no superen 479000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Gerencia de Servicios Sociales de la Junta de Castilla y León' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 479000;,expedientes,"{'tipo': 'Servicios', 'entidad': 'Gerencia de Servicios Sociales de la Junta de Castilla y León', 'estado': 'Resuelto', 'cuantia': 479000}",entidad_tipo_estado_cuantia_inferior
Enseña los expedientes Adjudicado de Concesión de Servicios en Presidencia de la Autoridad Portuaria de la Bahía de Cádiz por debajo de 167000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Autoridad Portuaria de la Bahía de Cádiz' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 167000;,expedientes,"{'estado': 'Adjudicado', 'tipo': 'Concesión de Servicios', 'entidad': 'Presidencia de la Autoridad Portuaria de la Bahía de Cádiz', 'cuantia': 167000}",entidad_tipo_estado_cuantia_inferior
¿Qué expedientes de Concesión de Servicios están registrados en Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix con estado Adjudicado y presupuestos menores a 121000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 121000;,expedientes,"{'tipo': 'Concesión de Servicios', 'entidad': 'Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix', 'estado': 'Adjudicado', 'cuantia': 121000}",entidad_tipo_estado_cuantia_inferior
"Lista todos los expedientes de Gestión de Servicios Públicos, Anuncio Previo, en Distrito de Latina, por debajo de 24000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Distrito de Latina' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 24000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Anuncio Previo', 'entidad': 'Distrito de Latina', 'cuantia': 24000}",entidad_tipo_estado_cuantia_inferior
"Lista todas las licitaciones de Servicios, Publicado, en Vicepresidente de la Comunitat Valenciana Auditorio de la Diputación de Alicante ADDA, por debajo de 397000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Vicepresidente de la Comunitat Valenciana Auditorio de la Diputación de Alicante ADDA' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount < 397000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Publicado', 'entidad': 'Vicepresidente de la Comunitat Valenciana Auditorio de la Diputación de Alicante ADDA', 'cuantia': 397000}",entidad_tipo_estado_cuantia_inferior
Enseña los contratos En evaluación de Concesión de Servicios en Alcaldia del Ayuntamiento de Palomares del Rio por debajo de 864000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Palomares del Rio' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 864000;,expedientes,"{'estado': 'En evaluación', 'tipo': 'Concesión de Servicios', 'entidad': 'Alcaldia del Ayuntamiento de Palomares del Rio', 'cuantia': 864000}",entidad_tipo_estado_cuantia_inferior
Busco contratos de Suministros en Alcaldia del Ayuntamiento de Marchamalo que estén Publicado y no excedan 992000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Marchamalo' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount < 992000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Alcaldia del Ayuntamiento de Marchamalo', 'estado': 'Publicado', 'cuantia': 992000}",entidad_tipo_estado_cuantia_inferior
Muéstrame todos los expedientes de Patrimonial en Concejalía Delegada de Contratación del Ajuntament de València que estén Resuelto y no superen 92000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Concejalía Delegada de Contratación del Ajuntament de València' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 92000;,expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Concejalía Delegada de Contratación del Ajuntament de València', 'estado': 'Resuelto', 'cuantia': 92000}",entidad_tipo_estado_cuantia_inferior
"Lista todos los contratos de Gestión de Servicios Públicos, Anuncio Previo, en Junta de Gobierno del Ayuntamiento de Santa Cruz de Tenerife, por debajo de 520000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Santa Cruz de Tenerife' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 520000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Anuncio Previo', 'entidad': 'Junta de Gobierno del Ayuntamiento de Santa Cruz de Tenerife', 'cuantia': 520000}",entidad_tipo_estado_cuantia_inferior
"Solicito información de expedientes de Concesión de Servicios en Alcaldía del Ayuntamiento de Zamora, Resuelto, con cuantías menores que 206000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Zamora' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 206000;,expedientes,"{'tipo': 'Concesión de Servicios', 'entidad': 'Alcaldía del Ayuntamiento de Zamora', 'estado': 'Resuelto', 'cuantia': 206000}",entidad_tipo_estado_cuantia_inferior
